# mapping_set_id: https://w3id.org/monarch-initiative/medic/mappings/diseases_grounding
# mapping_tool: medic-lexical-grounder
# license: https://creativecommons.org/licenses/by/4.0/
# comment: The grounding decisions in this file are MeDIC's own contribution and are offered as https://creativecommons.org/publicdomain/zero/1.0/. The set is declared https://creativecommons.org/licenses/by/4.0/ because subject_label and match_string reproduce verbatim source strings. MeDIC grants no rights over upstream source content. The original licence of each contributing source remains in force and must be respected; parsing, translation, normalisation and mapping to ontology identifiers do not alter it. Where terms conflict, the stricter governs.
subject_type	subject_label	subject_id	predicate_id	object_id	object_label	object_match_field	mapping_justification	subject_preprocessing	match_string	confidence	mapping_tool
rdfs literal	A history of thrombocytopenia following prior exposure to tirofiban hydrochloride injection	MEDICNE:38cdddc1-b6db-5fc9-adc4-ca56a5a717cb	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		a history of thrombocytopenia following prior exposure to tirofiban hydrochloride injection	0.0000	medic-lexical-grounder
rdfs literal	A personal or family history of medullary thyroid carcinoma	MEDICNE:73431755-b3ce-5973-a8d6-d3ddfd50514b	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		a personal or family history of medullary thyroid carcinoma	0.0000	medic-lexical-grounder
rdfs literal	A personal or family history of MTC	MEDICNE:eccdda12-395f-56b5-aea6-f7835d0c599b	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		a personal or family history of mtc	0.0000	medic-lexical-grounder
rdfs literal	a previous history of application site reaction with rivastigmine transdermal patch suggestive of allergic contact dermatitis	MEDICNE:1d856d89-3df6-57c4-be8b-a4df18052c47	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		a previous history of application site reaction with rivastigmine transdermal patch suggestive of allergic contact dermatitis	0.0000	medic-lexical-grounder
rdfs literal	abdominal abscess	MEDICNE:594e7d1a-f97f-59ef-ae3f-f6f5b67ea442	skos:exactMatch	UMLS:C0243001	Abdominal Abscess	rdfs:label	semapv:LexicalMatching		abdominal abscess	0.9000	medic-lexical-grounder
rdfs literal	Abdominal adhesions	MEDICNE:70af857e-2d2f-5dfd-9353-0f3ecf99e2e3	skos:exactMatch	HP:0033134	Abdominal adhesions	rdfs:label	semapv:LexicalMatching		Abdominal adhesions	1.0000	medic-lexical-grounder
rdfs literal	abdominal cancer surgery	MEDICNE:1dad45f6-b38b-5902-b719-0730bc3e1fc9	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abdominal cancer surgery	0.0000	medic-lexical-grounder
rdfs literal	Abdominal colic	MEDICNE:3597a6a2-6d32-59ff-b71f-4fe249e013ed	skos:exactMatch	HP:0011848	Abdominal colic	rdfs:label	semapv:LexicalMatching		Abdominal colic	1.0000	medic-lexical-grounder
rdfs literal	Abdominal Infection	MEDICNE:b15c6b30-d45b-5d13-ac34-f73b5270e8c7	skos:exactMatch	UMLS:C1112209	Intraabdominal Infections	oio:hasExactSynonym	semapv:LexicalMatching		Abdominal Infection	0.9500	medic-lexical-grounder
rdfs literal	Abdominal pain	MEDICNE:e45493c5-16b4-58bd-b61c-1bf5b317e3f6	skos:exactMatch	HP:0002027	Abdominal pain	rdfs:label	semapv:LexicalMatching		Abdominal pain	1.0000	medic-lexical-grounder
rdfs literal	abdominal surgery	MEDICNE:3bb591d5-53d3-50b9-aae5-456449765f65	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abdominal surgery	0.0000	medic-lexical-grounder
rdfs literal	abdominal surgery with multiple accidental trauma	MEDICNE:a0643a91-842a-51ca-b846-b5ac6525d8a1	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abdominal surgery with multiple accidental trauma	0.0000	medic-lexical-grounder
rdfs literal	abdominal tumors	MEDICNE:0959ceb9-9448-5bdb-a8f7-daca553b7047	skos:closeMatch	UMLS:C0000735	Abdominal Neoplasms	oio:hasExactSynonym	semapv:LexicalMatching	fuzzy_edit1_unique	abdominal tumor	0.6000	medic-lexical-grounder
rdfs literal	Abnormal bleeding	MEDICNE:627f0241-5f2b-504b-9e15-7595e38f5b4e	skos:exactMatch	HP:0001892	Abnormal bleeding	rdfs:label	semapv:LexicalMatching		Abnormal bleeding	1.0000	medic-lexical-grounder
rdfs literal	Abnormal labour contractions of the uterus	MEDICNE:74aed7f3-93e5-54d6-8394-97e6b0d216bf	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abnormal labour contractions of the uterus	0.0000	medic-lexical-grounder
rdfs literal	Abnormal left ventricular function	MEDICNE:d7c23ab7-6c2c-5fa3-a922-932b35a98225	skos:exactMatch	HP:0005162	Abnormal left ventricular function	rdfs:label	semapv:LexicalMatching		Abnormal left ventricular function	1.0000	medic-lexical-grounder
rdfs literal	abnormal liver function	MEDICNE:e2205d2a-91a7-500a-89df-5018df585edf	skos:exactMatch	UMLS:C0086565	Liver dysfunction	rdfs:label	semapv:LexicalMatching		abnormal liver function	0.9000	medic-lexical-grounder
rdfs literal	abnormal liver function tests	MEDICNE:e96c4fc2-a301-53aa-b856-1d2518365445	skos:exactMatch	UMLS:C0151766	Abnormal liver function tests	rdfs:label	semapv:LexicalMatching		abnormal liver function tests	0.9000	medic-lexical-grounder
rdfs literal	Abnormal renal physiology	MEDICNE:2ea7ffcb-ec29-5532-ae34-18fd81d5fb72	skos:exactMatch	HP:0012211	Abnormal renal physiology	rdfs:label	semapv:LexicalMatching		Abnormal renal physiology	1.0000	medic-lexical-grounder
rdfs literal	abnormal uterine bleeding	MEDICNE:270c714f-145e-5557-b0b8-3c650050568e	skos:exactMatch	UMLS:C3650625	Dysfunctional uterine bleeding	oio:hasExactSynonym	semapv:LexicalMatching		abnormal uterine bleeding	0.8550	medic-lexical-grounder
rdfs literal	abnormal uterine bleeding of undetermined origin	MEDICNE:555783e3-1609-5809-bfe1-9aab6a07b404	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abnormal uterine bleeding of undetermined origin	0.0000	medic-lexical-grounder
rdfs literal	Abnormal uterine bleeding of undiagnosed etiology	MEDICNE:a95ca772-2a11-56f1-8958-9eaee4a7cc05	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abnormal uterine bleeding of undiagnosed etiology	0.0000	medic-lexical-grounder
rdfs literal	abnormal uterine bleeding with undiagnosed etiology	MEDICNE:8e86048e-4681-5890-84f4-83094ae2fdd1	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abnormal uterine bleeding with undiagnosed etiology	0.0000	medic-lexical-grounder
rdfs literal	Abnormal vaginal bleeding	MEDICNE:dec1b262-a0b1-55d6-a431-1db14a2cbe35	skos:exactMatch	HP:0034263	Abnormal vaginal bleeding	rdfs:label	semapv:LexicalMatching		Abnormal vaginal bleeding	1.0000	medic-lexical-grounder
rdfs literal	Abnormalities of the esophagus which delay esophageal emptying such as stricture or achalasia	MEDICNE:9c1f76cf-5010-5133-9821-31c943286999	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abnormalities of the esophagus which delay esophageal emptying such as stricture or achalasia	0.0000	medic-lexical-grounder
rdfs literal	Abnormality of acid-base homeostasis	MEDICNE:f1820864-1d58-591b-878f-8ca9008237a1	skos:exactMatch	HP:0004360	Abnormality of acid-base homeostasis	rdfs:label	semapv:LexicalMatching		Abnormality of acid-base homeostasis	1.0000	medic-lexical-grounder
rdfs literal	Abnormality of blood circulation	MEDICNE:c8c26b4d-197e-5fdf-a678-0510eb5147b2	skos:exactMatch	HP:0011028	Abnormality of blood circulation	rdfs:label	semapv:LexicalMatching		Abnormality of blood circulation	1.0000	medic-lexical-grounder
rdfs literal	Abnormality of extrapyramidal motor function	MEDICNE:797e45ab-1562-5cb2-b93b-cd9da9c18cc9	skos:exactMatch	HP:0002071	Abnormality of extrapyramidal motor function	rdfs:label	semapv:LexicalMatching		Abnormality of extrapyramidal motor function	1.0000	medic-lexical-grounder
rdfs literal	ABO-incompatible kidney transplantation	MEDICNE:c0451c32-ce98-5354-8317-9994c8658104	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abo-incompatible kidney transplantation	0.0000	medic-lexical-grounder
rdfs literal	ABO-incompatible liver transplantation	MEDICNE:fd25194b-ceab-5866-ab97-6ce91c76f502	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abo-incompatible liver transplantation	0.0000	medic-lexical-grounder
rdfs literal	abrasions	MEDICNE:9ae25a6a-6584-560e-b6f0-cb837cd84694	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abrasions	0.0000	medic-lexical-grounder
rdfs literal	abrupt discontinuation of alcohol	MEDICNE:88255009-3417-5c94-b555-1375154ee3a2	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abrupt discontinuation of alcohol	0.0000	medic-lexical-grounder
rdfs literal	abrupt discontinuation of antiepileptic drugs	MEDICNE:fcb1e054-30a9-5222-a643-52def6e8904d	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abrupt discontinuation of antiepileptic drugs	0.0000	medic-lexical-grounder
rdfs literal	abrupt discontinuation of barbiturates	MEDICNE:bb3aa001-276f-540c-be82-060ecb3dfd7c	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abrupt discontinuation of barbiturates	0.0000	medic-lexical-grounder
rdfs literal	abrupt discontinuation of benzodiazepines	MEDICNE:1e679d6b-47d0-5ba5-bf63-0d96c76ff201	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		abrupt discontinuation of benzodiazepines	0.0000	medic-lexical-grounder
rdfs literal	abruptio placentae	MEDICNE:f0653649-7b6d-51d8-b29e-014b2b6fa93a	skos:exactMatch	MONDO:0004846	placental abruption	oio:hasExactSynonym	semapv:LexicalMatching		abruptio placentae	0.9500	medic-lexical-grounder
rdfs literal	abscess	MEDICNE:a850e0f1-d066-5a5a-89a7-59e852303528	skos:exactMatch	MONDO:0005227	abscess	rdfs:label	semapv:LexicalMatching		abscess	1.0000	medic-lexical-grounder
rdfs literal	Abscesses	MEDICNE:3b01067f-92eb-52d5-b99e-b61687a535bb	skos:exactMatch	UMLS:C0000833	Abscesses	rdfs:label	semapv:LexicalMatching		Abscesses	1.0000	medic-lexical-grounder
rdfs literal	absence epilepsy	MEDICNE:d9d61b9d-682d-59e8-a52d-25bd045c9718	skos:exactMatch	UMLS:C0014553	Typical absence	oio:hasExactSynonym	semapv:LexicalMatching		absence epilepsy	0.8550	medic-lexical-grounder
rdfs literal	Absence of gallbladder	MEDICNE:3b8439bc-8057-5659-ac6d-ff96a2f5ddf9	skos:exactMatch	UMLS:C1386749	Absence of gallbladder	rdfs:label	semapv:LexicalMatching		Absence of gallbladder	1.0000	medic-lexical-grounder
rdfs literal	absence seizures	MEDICNE:5291741e-89d6-5e8f-985a-2cdbce7f6d2a	skos:exactMatch	UMLS:C4316903	Absence seizures	rdfs:label	semapv:LexicalMatching		absence seizures	0.9000	medic-lexical-grounder
rdfs literal	ABSSSI	MEDICNE:355e0283-3514-58a1-8d91-679141dd23d8	skos:exactMatch	UMLS:C4552483		rdfs:label	semapv:LexicalMatching		ABSSSI	1.0000	medic-lexical-grounder
rdfs literal	abuse	MEDICNE:aab4e3f7-2214-50e4-9574-e0dcc9aa5812	skos:exactMatch	UMLS:C0562381	Victim of abuse (finding)	rdfs:label	semapv:LexicalMatching		abuse	0.9000	medic-lexical-grounder
rdfs literal	Academic Research Council Subacute Stent Thrombosis	MEDICNE:878b4f48-e434-5780-a879-40e24ece666e	skos:exactMatch	UMLS:C4049712		oio:hasExactSynonym	semapv:LexicalMatching		Academic Research Council Subacute Stent Thrombosis	0.9500	medic-lexical-grounder
rdfs literal	Acanthamoeba keratitis	MEDICNE:24be820b-eb81-57e7-8280-ce226d114724	skos:exactMatch	MONDO:0005629	Acanthamoeba keratitis	rdfs:label	semapv:LexicalMatching		Acanthamoeba keratitis	1.0000	medic-lexical-grounder
rdfs literal	accelerated phase Philadelphia chromosome-positive chronic myelogenous leukaemia	MEDICNE:7630a1a4-2d2a-5509-869f-026e55fc446d	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		accelerated phase philadelphia chromosome-positive chronic myelogenous leukaemia	0.0000	medic-lexical-grounder
rdfs literal	accelerated-phase chronic myeloid leukemia	MEDICNE:0598e1b3-6d5a-512d-a977-107025c02af1	skos:closeMatch	UMLS:C0023472	Leukemia, Myeloid, Accelerated Phase	rdfs:label	semapv:LexicalMatching	fuzzy_edit1_unique	accelerated phase chronic myeloid leukemia	0.6000	medic-lexical-grounder
rdfs literal	accessory saphenous veins	MEDICNE:24d920a2-4934-5089-b8f4-0d17ad305f30	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		accessory saphenous veins	0.0000	medic-lexical-grounder
rdfs literal	Accidental drowning or immersion during placement fishing nets	MEDICNE:0774cc79-c932-5534-b385-ab839e7c7025	skos:exactMatch	UMLS:C0417781	Accidental drowning or immersion during placement fishing nets	rdfs:label	semapv:LexicalMatching		Accidental drowning or immersion during placement fishing nets	1.0000	medic-lexical-grounder
rdfs literal	accommodative esotropia	MEDICNE:1a0e997c-e22d-50ae-9fbc-54b76d8b08d0	skos:exactMatch	MONDO:0004895	accommodative esotropia	rdfs:label	semapv:LexicalMatching		accommodative esotropia	1.0000	medic-lexical-grounder
rdfs literal	Acetaminophen overdose	MEDICNE:13c5b070-0fee-5000-ad23-ab6a4fbf5a90	skos:exactMatch	UMLS:C0572025	Acetaminophen overdose	rdfs:label	semapv:LexicalMatching		Acetaminophen overdose	1.0000	medic-lexical-grounder
rdfs literal	achalasia	MEDICNE:91d0af90-d32f-5332-a32d-78caf94c4301	skos:exactMatch	MONDO:0008698	achalasia	rdfs:label	semapv:LexicalMatching		achalasia	1.0000	medic-lexical-grounder
rdfs literal	aches and pains	MEDICNE:74b2220e-da14-5882-8abd-3ae2e318d1a4	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		aches and pains	0.0000	medic-lexical-grounder
rdfs literal	achlorhydria	MEDICNE:7808754c-3701-565f-932e-5f9bb830baef	skos:exactMatch	MONDO:0043465	achlorhydria	rdfs:label	semapv:LexicalMatching		achlorhydria	1.0000	medic-lexical-grounder
rdfs literal	achondroplasia	MEDICNE:f18e3d91-7860-5fd6-9100-9a48acd3cb8f	skos:exactMatch	MONDO:0007037	achondroplasia	rdfs:label	semapv:LexicalMatching		achondroplasia	1.0000	medic-lexical-grounder
rdfs literal	acid indigestion	MEDICNE:470b5a97-81e7-5a33-b315-5d0d59ac2b13	skos:exactMatch	UMLS:C0235304		rdfs:label	semapv:LexicalMatching		acid indigestion	0.9000	medic-lexical-grounder
rdfs literal	Acid regurgitation	MEDICNE:231419a3-4784-55f7-8b2a-81133d747f52	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acid regurgitation	0.0000	medic-lexical-grounder
rdfs literal	acid sphingomyelinase deficiency	MEDICNE:6397021b-60bd-544d-aef0-223ddc5800e9	skos:exactMatch	MONDO:0100464	acid sphingomyelinase deficiency	rdfs:label	semapv:LexicalMatching		acid sphingomyelinase deficiency	1.0000	medic-lexical-grounder
rdfs literal	acid α-glucosidase deficiency	MEDICNE:4df53d1d-0fe5-5394-bb75-c87a898de420	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acid α-glucosidase deficiency	0.0000	medic-lexical-grounder
rdfs literal	acid-α-glucosidase deficiency	MEDICNE:673b73ee-83f5-5e85-8dc7-315091f07277	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acid-α-glucosidase deficiency	0.0000	medic-lexical-grounder
rdfs literal	Acidosis	MEDICNE:a690e9ba-d112-59ad-9771-abe287986470	skos:exactMatch	HP:0001941	Acidosis	rdfs:label	semapv:LexicalMatching		Acidosis	1.0000	medic-lexical-grounder
rdfs literal	Acinetobacter infectious disease	MEDICNE:37636d3a-5a45-5d10-a5a7-5ce7307738d7	skos:exactMatch	MONDO:0006635	Acinetobacter infectious disease	rdfs:label	semapv:LexicalMatching		Acinetobacter infectious disease	1.0000	medic-lexical-grounder
rdfs literal	acne	MEDICNE:ef609319-42db-5bbf-8c81-f0f3025c97fe	skos:exactMatch	MONDO:0011438	acne	rdfs:label	semapv:LexicalMatching		acne	1.0000	medic-lexical-grounder
rdfs literal	Acne inversa	MEDICNE:a0fa4a79-747b-57eb-bdc8-ba869e87cdab	skos:exactMatch	HP:0040154	Acne inversa	rdfs:label	semapv:LexicalMatching		Acne inversa	1.0000	medic-lexical-grounder
rdfs literal	acne rosacea	MEDICNE:42dcab72-0809-54f3-ad5f-4f558bad71e6	skos:exactMatch	MONDO:0006604	rosacea	oio:hasExactSynonym	semapv:LexicalMatching		acne rosacea	0.9500	medic-lexical-grounder
rdfs literal	Acne urticata	MEDICNE:6cdf172a-285a-528f-9b27-03d8af684d00	skos:exactMatch	UMLS:C0406297	Acne urticata	rdfs:label	semapv:LexicalMatching		Acne urticata	1.0000	medic-lexical-grounder
rdfs literal	acne vulgaris	MEDICNE:25ae2da1-ef38-560d-a2ce-91d43304e6b5	skos:exactMatch	MONDO:0011438	acne	oio:hasExactSynonym	semapv:LexicalMatching		acne vulgaris	0.9500	medic-lexical-grounder
rdfs literal	Acquired (autoimmune) hemolytic anemia	MEDICNE:447bcf89-4f8b-5e43-b8e8-24e3a5e4d94a	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired (autoimmune) hemolytic anemia	0.0000	medic-lexical-grounder
rdfs literal	acquired blood coagulation factor XIII deficiency	MEDICNE:e8d4e8c9-63cf-553d-a618-541600ea9b61	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired blood coagulation factor xiii deficiency	0.0000	medic-lexical-grounder
rdfs literal	Acquired CDI	MEDICNE:e46b818b-3ce8-5b84-9a83-5e2f09d7667e	skos:exactMatch	MONDO:0019846	acquired central diabetes insipidus	oio:hasExactSynonym	semapv:LexicalMatching		acquired cdi	0.8550	medic-lexical-grounder
rdfs literal	Acquired coagulation factor deficiency	MEDICNE:3ab56597-a8a7-543d-85e1-f9bb5b8b5c45	skos:exactMatch	UMLS:C0001169	Acquired Coagulation Factor Deficiency	rdfs:label	semapv:LexicalMatching		Acquired coagulation factor deficiency	1.0000	medic-lexical-grounder
rdfs literal	acquired coagulation factor deficiency induced by Vitamin K antagonist therapy	MEDICNE:281f391a-66dd-523d-8e44-9d8f7ecb554c	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired coagulation factor deficiency induced by vitamin k antagonist therapy	0.0000	medic-lexical-grounder
rdfs literal	acquired coagulopathies	MEDICNE:92b10a67-a851-5881-9670-c34d76074730	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired coagulopathies	0.0000	medic-lexical-grounder
rdfs literal	acquired generalised lipodystrophy	MEDICNE:70df5976-62c7-5535-8377-e3bff78f9629	skos:exactMatch	UMLS:C0271693	Acquired Generalized Lipodystrophy	rdfs:label	semapv:LexicalMatching		acquired generalised lipodystrophy	0.9000	medic-lexical-grounder
rdfs literal	acquired generalized lipodystrophy	MEDICNE:e9a151a4-87f6-50e0-bf47-32713f07184e	skos:exactMatch	MONDO:0019193	acquired generalized lipodystrophy	rdfs:label	semapv:LexicalMatching		acquired generalized lipodystrophy	1.0000	medic-lexical-grounder
rdfs literal	acquired haemophilia	MEDICNE:a18a0638-18db-5086-9808-187df9910471	skos:exactMatch	UMLS:C1096116	Acquired hemophilia	rdfs:label	semapv:LexicalMatching		acquired haemophilia	0.9000	medic-lexical-grounder
rdfs literal	acquired hemolytic anemia	MEDICNE:0d0d738f-ee19-599b-95da-47c55449cd39	skos:exactMatch	UMLS:C0002879	Anemia, Hemolytic, Acquired	rdfs:label	semapv:LexicalMatching		acquired hemolytic anemia	0.9000	medic-lexical-grounder
rdfs literal	acquired hemophilia A	MEDICNE:fd26615c-776a-5326-a3c7-0ef0a5ba0605	skos:exactMatch	MONDO:0035735	acquired hemophilia A	rdfs:label	semapv:LexicalMatching		acquired hemophilia A	1.0000	medic-lexical-grounder
rdfs literal	acquired hypercoagulopathies	MEDICNE:e63e6128-8080-5fee-82a1-f8e23f290995	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired hypercoagulopathies	0.0000	medic-lexical-grounder
rdfs literal	acquired hypercoagulopathy	MEDICNE:245c76c2-030c-59db-9ba5-d741fbf703dd	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired hypercoagulopathy	0.0000	medic-lexical-grounder
rdfs literal	acquired hypoactive sexual desire disorder	MEDICNE:728952da-be57-5a39-8dd9-af29a5301920	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired hypoactive sexual desire disorder	0.0000	medic-lexical-grounder
rdfs literal	acquired hypogonadotrophic hypogonadism	MEDICNE:f5faa0ea-846b-5a3d-9bec-dd88a46ba356	skos:closeMatch	UMLS:C4055502	Acquired Hypogonadotropic Hypogonadism	rdfs:label	semapv:LexicalMatching	fuzzy_edit1_unique	acquired hypogonadotropic hypogonadism	0.6000	medic-lexical-grounder
rdfs literal	acquired hypogonadotropic hypogonadism	MEDICNE:c865f393-14f0-5579-a80f-7b72dc2c21de	skos:exactMatch	UMLS:C4055502	Acquired Hypogonadotropic Hypogonadism	rdfs:label	semapv:LexicalMatching		acquired hypogonadotropic hypogonadism	0.9000	medic-lexical-grounder
rdfs literal	Acquired Immune Deficiency Syndrome (AIDS)	MEDICNE:eb55982f-8138-52ba-bfb6-f344a75b7d60	skos:exactMatch	UMLS:C0001175	Acquired Immunodeficiency Syndromes	rdfs:label	semapv:LexicalMatching		acquired immune deficiency syndrome (aids)	0.9000	medic-lexical-grounder
rdfs literal	acquired immunodeficiency	MEDICNE:07e9a8ac-22a8-5780-8e14-ec3fc63ff8b9	skos:exactMatch	MONDO:0017769	acquired immunodeficiency	rdfs:label	semapv:LexicalMatching		acquired immunodeficiency	1.0000	medic-lexical-grounder
rdfs literal	acquired immunodeficiency syndrome	MEDICNE:b959ee0c-7614-5ff8-88e8-37dfdbdfcfd7	skos:exactMatch	UMLS:C0001175	Acquired Immunodeficiency Syndromes	rdfs:label	semapv:LexicalMatching		acquired immunodeficiency syndrome	0.9000	medic-lexical-grounder
rdfs literal	acquired immunodeficiency syndrome (AIDS)	MEDICNE:4876ec01-36c2-547c-82a0-a5c224f34e32	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired immunodeficiency syndrome (aids)	0.0000	medic-lexical-grounder
rdfs literal	acquired long QT syndrome	MEDICNE:5862c0ad-0ef6-5dfb-8541-f6cdb53702ec	skos:exactMatch	UMLS:C2732979	Acquired long QT syndrome	rdfs:label	semapv:LexicalMatching		acquired long qt syndrome	0.9000	medic-lexical-grounder
rdfs literal	Acquired methemoglobinemia	MEDICNE:419dbfc4-d538-582c-9ec6-db6668ea4a87	skos:exactMatch	UMLS:C0271905	Acquired Methemoglobinemia	rdfs:label	semapv:LexicalMatching		Acquired methemoglobinemia	1.0000	medic-lexical-grounder
rdfs literal	Acquired mixed hyperlipidaemia	MEDICNE:14475959-2ca8-53b1-a4be-dbbdd356d2c8	skos:exactMatch	UMLS:C3203460		rdfs:label	semapv:LexicalMatching		Acquired mixed hyperlipidaemia	1.0000	medic-lexical-grounder
rdfs literal	acquired partial lipodystrophy	MEDICNE:33efb1e7-ce4d-57f9-a43a-06a9e987de14	skos:exactMatch	MONDO:0012104	acquired partial lipodystrophy	rdfs:label	semapv:LexicalMatching		acquired partial lipodystrophy	1.0000	medic-lexical-grounder
rdfs literal	acquired polycythemia vera	MEDICNE:9c0bb38a-8082-5dd3-b792-f959450f6251	skos:exactMatch	MONDO:0009891	acquired polycythemia vera	rdfs:label	semapv:LexicalMatching		acquired polycythemia vera	1.0000	medic-lexical-grounder
rdfs literal	acquired prothrombin deficiency	MEDICNE:654fc604-23f0-5330-9dc6-bd47edcf24ff	skos:exactMatch	MONDO:0016990	acquired prothrombin deficiency	rdfs:label	semapv:LexicalMatching		acquired prothrombin deficiency	1.0000	medic-lexical-grounder
rdfs literal	Acquired right ventricular outflow tract obstruction	MEDICNE:854aa873-316e-5097-be3b-6ad8cf102062	skos:exactMatch	UMLS:C5438323	Acquired right ventricular outflow tract obstruction	rdfs:label	semapv:LexicalMatching		Acquired right ventricular outflow tract obstruction	1.0000	medic-lexical-grounder
rdfs literal	acquired severe aplastic anaemia	MEDICNE:3bcd464d-c16c-5a7c-a645-146f6406713f	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		acquired severe aplastic anaemia	0.0000	medic-lexical-grounder
