# mapping_set_id: https://w3id.org/monarch-initiative/medic/mappings/diseases_normalization
subject_id	predicate_id	object_id	object_label	mapping_justification	mapping_tool	comment
MONDO:0000814	skos:exactMatch	MONDO:0000814	B-cell adult acute lymphocytic leukemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000827	skos:exactMatch	MONDO:0000827	salmonellosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000831	skos:exactMatch	MONDO:0000831	thrombotic disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000837	skos:exactMatch	MONDO:0000837	bone resorption disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000873	skos:exactMatch	MONDO:0000873	lymphoblastic lymphoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000878	skos:exactMatch	MONDO:0000878	cytomegalovirus retinitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000879	skos:exactMatch	MONDO:0000879	cutaneous candidiasis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000889	skos:exactMatch	MONDO:0000889	haemophilus meningitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000901	skos:exactMatch	MONDO:0000901	relapsed/refractory diffuse large B-cell lymphoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000916	skos:exactMatch	MONDO:0000916	intestinal infectious disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000918	skos:exactMatch	MONDO:0000918	endometritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000922	skos:exactMatch	MONDO:0000922	pelvic inflammatory disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000931	skos:exactMatch	MONDO:0000931	endometrial disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000945	skos:exactMatch	MONDO:0000945	venous insufficiency	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000948	skos:exactMatch	MONDO:0000948	xerophthalmia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000956	skos:exactMatch	MONDO:0000956	small intestine cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000960	skos:exactMatch	MONDO:0000960	diabetic peripheral angiopathy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000979	skos:exactMatch	MONDO:0000979	pinta disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000984	skos:exactMatch	MONDO:0000984	thalassemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000989	skos:exactMatch	MONDO:0000989	mumps infectious disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000990	skos:exactMatch	MONDO:0000990	acute subendocardial myocardial infarction	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000992	skos:exactMatch	MONDO:0000992	heart conduction disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0000995	skos:exactMatch	MONDO:0000995	familial periodic paralysis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001014	skos:exactMatch	MONDO:0001014	chronic leukemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001024	skos:exactMatch	MONDO:0001024	pneumonic plague	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001031	skos:exactMatch	MONDO:0001031	purulent acute otitis media	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001034	skos:exactMatch	MONDO:0001034	marginal corneal ulcer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001039	skos:exactMatch	MONDO:0001039	tonsillitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001044	skos:exactMatch	MONDO:0001044	esophageal atresia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001051	skos:exactMatch	MONDO:0001051	acute otitis externa	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001056	skos:exactMatch	MONDO:0001056	gastric cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001060	skos:exactMatch	MONDO:0001060	microinvasive gastric cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001067	skos:exactMatch	MONDO:0001067	early yaws	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001068	skos:exactMatch	MONDO:0001068	osteomalacia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001071	skos:exactMatch	MONDO:0001071	intellectual disability	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001075	skos:exactMatch	MONDO:0001075	steatorrhea	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001076	skos:exactMatch	MONDO:0001076	glucose intolerance	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001078	skos:exactMatch	MONDO:0001078	tropical sprue	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001081	skos:exactMatch	MONDO:0001081	acute cervicitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001085	skos:exactMatch	MONDO:0001085	interstitial nephritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001103	skos:exactMatch	MONDO:0001103	giardiasis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001104	skos:exactMatch	MONDO:0001104	toxic diffuse goiter	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001106	skos:exactMatch	MONDO:0001106	kidney failure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001117	skos:exactMatch	MONDO:0001117	methemoglobinemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001119	skos:exactMatch	MONDO:0001119	premature menopause	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001126	skos:exactMatch	MONDO:0001126	gastric ulcer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001133	skos:exactMatch	MONDO:0001133	malignant essential hypertension	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001134	skos:exactMatch	MONDO:0001134	essential hypertension	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001155	skos:exactMatch	MONDO:0001155	gastrojejunal ulcer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001158	skos:exactMatch	MONDO:0001158	obsessive-compulsive personality disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001166	skos:exactMatch	MONDO:0001166	nephritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001172	skos:exactMatch	MONDO:0001172	salpingo-oophoritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001187	skos:exactMatch	MONDO:0001187	urinary bladder cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001198	skos:exactMatch	MONDO:0001198	acquired thrombocytopenia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001200	skos:exactMatch	MONDO:0001200	secondary hypertension	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001208	skos:exactMatch	MONDO:0001208	acute respiratory failure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001209	skos:exactMatch	MONDO:0001209	common wart	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001215	skos:exactMatch	MONDO:0001215	allescheriosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001218	skos:exactMatch	MONDO:0001218	acute laryngopharyngitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001220	skos:exactMatch	MONDO:0001220	hypoparathyroidism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001221	skos:exactMatch	MONDO:0001221	esophageal varices	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001225	skos:exactMatch	MONDO:0001225	opioid abuse	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001230	skos:exactMatch	MONDO:0001230	acute orbital inflammation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001239	skos:exactMatch	MONDO:0001239	anemia of prematurity	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001242	skos:exactMatch	MONDO:0001242	disseminated intravascular coagulation in newborn	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001243	skos:exactMatch	MONDO:0001243	disseminated intravascular coagulation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001244	skos:exactMatch	MONDO:0001244	vitamin K deficiency hemorrhagic disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001246	skos:exactMatch	MONDO:0001246	typhus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001247	skos:exactMatch	MONDO:0001247	social phobia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001249	skos:exactMatch	MONDO:0001249	trachoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001252	skos:exactMatch	MONDO:0001252	toxic multinodular goitre	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001256	skos:exactMatch	MONDO:0001256	arteriovenous hemangioma/malformation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001261	skos:exactMatch	MONDO:0001261	Mobitz type II atrioventricular block	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001266	skos:exactMatch	MONDO:0001266	erysipelas	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001269	skos:exactMatch	MONDO:0001269	scleral disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001272	skos:exactMatch	MONDO:0001272	functional diarrhea	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001273	skos:exactMatch	MONDO:0001273	megacolon	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001280	skos:exactMatch	MONDO:0001280	choroiditis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001297	skos:exactMatch	MONDO:0001297	cardiac tamponade	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001300	skos:exactMatch	MONDO:0001300	autonomic neuropathy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001302	skos:exactMatch	MONDO:0001302	hypertensive heart disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001305	skos:exactMatch	MONDO:0001305	laryngostenosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001318	skos:exactMatch	MONDO:0001318	functional gastric disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001325	skos:exactMatch	MONDO:0001325	penile cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001327	skos:exactMatch	MONDO:0001327	pelvic muscle wasting	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001330	skos:exactMatch	MONDO:0001330	presbyopia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001335	skos:exactMatch	MONDO:0001335	hypotrichosis of eyelid	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001336	skos:exactMatch	MONDO:0001336	familial hyperlipidemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001339	skos:exactMatch	MONDO:0001339	portal vein thrombosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001341	skos:exactMatch	MONDO:0001341	selective IgA deficiency disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001343	skos:exactMatch	MONDO:0001343	impaired renal function disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001356	skos:exactMatch	MONDO:0001356	iron deficiency anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001357	skos:exactMatch	MONDO:0001357	hypochromic anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001358	skos:exactMatch	MONDO:0001358	bronchial disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001370	skos:exactMatch	MONDO:0001370	pericardial effusion	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001382	skos:exactMatch	MONDO:0001382	hepatorenal syndrome	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001383	skos:exactMatch	MONDO:0001383	degenerative myopia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001384	skos:exactMatch	MONDO:0001384	myopia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001402	skos:exactMatch	MONDO:0001402	vaginal cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001404	skos:exactMatch	MONDO:0001404	ecthyma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001405	skos:exactMatch	MONDO:0001405	dermatophytosis of groin and perianal area	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001409	skos:exactMatch	MONDO:0001409	esophagitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001410	skos:exactMatch	MONDO:0001410	postmenopausal atrophic vaginitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001416	skos:exactMatch	MONDO:0001416	female reproductive organ cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001422	skos:exactMatch	MONDO:0001422	primary aldosteronism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001428	skos:exactMatch	MONDO:0001428	pylorospasm	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001433	skos:exactMatch	MONDO:0001433	vaginal disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001436	skos:exactMatch	MONDO:0001436	hemosiderosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001439	skos:exactMatch	MONDO:0001439	episcleritis periodica fugax	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001444	skos:exactMatch	MONDO:0001444	Chagas disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001445	skos:exactMatch	MONDO:0001445	obsolete neurogenic bladder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001446	skos:exactMatch	MONDO:0001446	low compliance bladder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001461	skos:exactMatch	MONDO:0001461	tinea corporis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001462	skos:exactMatch	MONDO:0001462	descending colon cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001465	skos:exactMatch	MONDO:0001465	superficial keratitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001475	skos:exactMatch	MONDO:0001475	neutropenia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001485	skos:exactMatch	MONDO:0001485	atypical depressive disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001509	skos:exactMatch	MONDO:0001509	endocrine exophthalmos	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001516	skos:exactMatch	MONDO:0001516	spinal muscular atrophy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001517	skos:exactMatch	MONDO:0001517	dysentery	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001528	skos:exactMatch	MONDO:0001528	vulva cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001530	skos:exactMatch	MONDO:0001530	secondary hyperparathyroidism of renal origin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001531	skos:exactMatch	MONDO:0001531	blood coagulation disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001534	skos:exactMatch	MONDO:0001534	ocular hyperemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001548	skos:exactMatch	MONDO:0001548	hepatic coma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001549	skos:exactMatch	MONDO:0001549	hemolytic-uremic syndrome	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001561	skos:exactMatch	MONDO:0001561	pyloric stenosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001562	skos:exactMatch	MONDO:0001562	displacement of cardia through esophageal hiatus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001566	skos:exactMatch	MONDO:0001566	hypercalcemia disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001572	skos:exactMatch	MONDO:0001572	leiomyoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001576	skos:exactMatch	MONDO:0001576	telangiectasis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001577	skos:exactMatch	MONDO:0001577	respiratory syncytial virus infectious disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001583	skos:exactMatch	MONDO:0001583	diabetic polyneuropathy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001586	skos:exactMatch	MONDO:0001586	mucopolysaccharidosis type 1	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001593	skos:exactMatch	MONDO:0001593	rectal disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001595	skos:exactMatch	MONDO:0001595	choreatic disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001596	skos:exactMatch	MONDO:0001596	hypochondriasis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001601	skos:exactMatch	MONDO:0001601	Plasmodium ovale malaria	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001606	skos:exactMatch	MONDO:0001606	central nervous system leukemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001609	skos:exactMatch	MONDO:0001609	agranulocytosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001627	skos:exactMatch	MONDO:0001627	dementia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001628	skos:exactMatch	MONDO:0001628	tinea unguium	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001639	skos:exactMatch	MONDO:0001639	deficiency anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001644	skos:exactMatch	MONDO:0001644	acute proliferative glomerulonephritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001648	skos:exactMatch	MONDO:0001648	esophageal candidiasis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001650	skos:exactMatch	MONDO:0001650	acute cystitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001656	skos:exactMatch	MONDO:0001656	megaesophagus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001657	skos:exactMatch	MONDO:0001657	brain cancer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001658	skos:exactMatch	MONDO:0001658	nontoxic goiter	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001660	skos:exactMatch	MONDO:0001660	proliferative diabetic retinopathy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001664	skos:exactMatch	MONDO:0001664	submucous uterine fibroid	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001673	skos:exactMatch	MONDO:0001673	diarrheal disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001676	skos:exactMatch	MONDO:0001676	erythropoietic protoporphyria	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001684	skos:exactMatch	MONDO:0001684	exocrine pancreatic insufficiency	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001686	skos:exactMatch	MONDO:0001686	anatomical narrow angle borderline glaucoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001700	skos:exactMatch	MONDO:0001700	megaloblastic anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001705	skos:exactMatch	MONDO:0001705	pure red-cell aplasia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001707	skos:exactMatch	MONDO:0001707	cardiac sarcoidosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001711	skos:exactMatch	MONDO:0001711	hepatic encephalopathy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001713	skos:exactMatch	MONDO:0001713	inherited aplastic anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001714	skos:exactMatch	MONDO:0001714	bejel	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001718	skos:exactMatch	MONDO:0001718	scleritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001719	skos:exactMatch	MONDO:0001719	gonococcal bursitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001734	skos:exactMatch	MONDO:0001734	tuberous sclerosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001741	skos:exactMatch	MONDO:0001741	hyperparathyroidism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001744	skos:exactMatch	MONDO:0001744	angle-closure glaucoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001751	skos:exactMatch	MONDO:0001751	cholestasis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001754	skos:exactMatch	MONDO:0001754	eclampsia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001765	skos:exactMatch	MONDO:0001765	polyneuropathy in collagen vascular disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001773	skos:exactMatch	MONDO:0001773	post-vaccinal encephalitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001780	skos:exactMatch	MONDO:0001780	premature ejaculation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001794	skos:exactMatch	MONDO:0001794	Pthirus pubis infestation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001795	skos:exactMatch	MONDO:0001795	plantar wart	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001797	skos:exactMatch	MONDO:0001797	chancroid	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001807	skos:exactMatch	MONDO:0001807	obsolete familial combined hyperlipidemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001808	skos:exactMatch	MONDO:0001808	chronic subinvolution of uterus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001815	skos:exactMatch	MONDO:0001815	extrapyramidal and movement disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001817	skos:exactMatch	MONDO:0001817	acute closed-angle glaucoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001821	skos:exactMatch	MONDO:0001821	hypoactive sexual desire disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001823	skos:exactMatch	MONDO:0001823	sick sinus syndrome	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001824	skos:exactMatch	MONDO:0001824	polyneuropathy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001835	skos:exactMatch	MONDO:0001835	facial paralysis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001836	skos:exactMatch	MONDO:0001836	amenorrhea	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001860	skos:exactMatch	MONDO:0001860	folic acid deficiency anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001866	skos:exactMatch	MONDO:0001866	bipolar I disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001868	skos:exactMatch	MONDO:0001868	primary angle-closure glaucoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001874	skos:exactMatch	MONDO:0001874	toxic labyrinthitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001875	skos:exactMatch	MONDO:0001875	epicondylitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001881	skos:exactMatch	MONDO:0001881	toxic shock syndrome	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001882	skos:exactMatch	MONDO:0001882	bacteriuria	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001902	skos:exactMatch	MONDO:0001902	congenital agammaglobulinemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001909	skos:exactMatch	MONDO:0001909	renal tubular acidosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001913	skos:exactMatch	MONDO:0001913	oligospermia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001918	skos:exactMatch	MONDO:0001918	epiphora due to excess lacrimation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001920	skos:exactMatch	MONDO:0001920	chronic purulent otitis media	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001932	skos:exactMatch	MONDO:0001932	obsolete atrophic vulva	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001941	skos:exactMatch	MONDO:0001941	blindness (disorder)	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001942	skos:exactMatch	MONDO:0001942	generalized anxiety disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001943	skos:exactMatch	MONDO:0001943	Plasmodium malariae malaria	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001945	skos:exactMatch	MONDO:0001945	postencephalitic Parkinson disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001947	skos:exactMatch	MONDO:0001947	suppurative thyroiditis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001950	skos:exactMatch	MONDO:0001950	corneal ectasia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001951	skos:exactMatch	MONDO:0001951	Norwegian scabies	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001954	skos:exactMatch	MONDO:0001954	thrombophlebitis migrans	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001966	skos:exactMatch	MONDO:0001966	chronic closed-angle glaucoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0001999	skos:exactMatch	MONDO:0001999	idiopathic pulmonary arterial hypertension	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002009	skos:exactMatch	MONDO:0002009	major depressive disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002012	skos:exactMatch	MONDO:0002012	methylmalonic acidemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002013	skos:exactMatch	MONDO:0002013	lymphangioma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002026	skos:exactMatch	MONDO:0002026	candidiasis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002032	skos:exactMatch	MONDO:0002032	colon carcinoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002038	skos:exactMatch	MONDO:0002038	head and neck carcinoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002039	skos:exactMatch	MONDO:0002039	cognitive disorder	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002040	skos:exactMatch	MONDO:0002040	dermatomycosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
MONDO:0002041	skos:exactMatch	MONDO:0002041	fungal infectious disease	semapv:UnspecifiedMatching	medic-normalizer/1	identity
