# mapping_set_id: https://w3id.org/monarch-initiative/medic/mappings/diseases_normalization
subject_id	predicate_id	object_id	object_label	mapping_justification	mapping_tool	comment
HP:0000819	skos:exactMatch	HP:0000819	Diabetes mellitus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000821	skos:exactMatch	HP:0000821	Hypothyroidism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000822	skos:exactMatch	HP:0000822	Hypertension	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000823	skos:exactMatch	HP:0000823	Delayed puberty	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000825	skos:exactMatch	HP:0000825	Hyperinsulinemic hypoglycemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000832	skos:exactMatch	HP:0000832	Primary hypothyroidism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000836	skos:exactMatch	HP:0000836	Hyperthyroidism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000842	skos:exactMatch	HP:0000842	Hyperinsulinemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000846	skos:exactMatch	HP:0000846	Adrenal insufficiency	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000867	skos:exactMatch	HP:0000867	Secondary hyperparathyroidism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000869	skos:exactMatch	HP:0000869	Secondary amenorrhea	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000938	skos:exactMatch	HP:0000938	Osteopenia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000952	skos:exactMatch	HP:0000952	Jaundice	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000958	skos:exactMatch	HP:0000958	Dry skin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000961	skos:exactMatch	HP:0000961	Cyanosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000964	skos:exactMatch	HP:0000964	Eczematoid dermatitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000969	skos:exactMatch	HP:0000969	Edema	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000975	skos:exactMatch	HP:0000975	Hyperhidrosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000988	skos:exactMatch	HP:0000988	Skin rash	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000989	skos:exactMatch	HP:0000989	Pruritus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0000992	skos:exactMatch	HP:0000992	Cutaneous photosensitivity	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001007	skos:exactMatch	HP:0001007	Hirsutism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001019	skos:exactMatch	HP:0001019	Erythroderma	semapv:UnspecifiedMatching	medic-normalizer/0	identity
HP:0001025	skos:exactMatch	HP:0001025	Urticaria	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001047	skos:exactMatch	HP:0001047	Atopic dermatitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001061	skos:exactMatch	HP:0001061	Acne	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001072	skos:exactMatch	HP:0001072	Thickened skin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001087	skos:exactMatch	HP:0001087	Developmental glaucoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001094	skos:exactMatch	HP:0001094	Iridocyclitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001101	skos:exactMatch	HP:0001101	Iritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001250	skos:exactMatch	HP:0001250	Seizure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001252	skos:exactMatch	HP:0001252	Hypotonia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001257	skos:exactMatch	HP:0001257	Spasticity	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001258	skos:exactMatch	HP:0001258	Spastic paraplegia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001259	skos:exactMatch	HP:0001259	Coma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001279	skos:exactMatch	HP:0001279	Syncope	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001281	skos:exactMatch	HP:0001281	Tetany	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001287	skos:exactMatch	HP:0001287	Meningitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001297	skos:exactMatch	HP:0001297	Stroke	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001298	skos:exactMatch	HP:0001298	Encephalopathy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001300	skos:exactMatch	HP:0001300	Parkinsonism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001324	skos:exactMatch	HP:0001324	Muscle weakness	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001337	skos:exactMatch	HP:0001337	Tremor	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001342	skos:exactMatch	HP:0001342	Cerebral hemorrhage	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001370	skos:exactMatch	HP:0001370	Rheumatoid arthritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001394	skos:exactMatch	HP:0001394	Cirrhosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001399	skos:exactMatch	HP:0001399	Hepatic failure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001402	skos:exactMatch	HP:0001402	Hepatocellular carcinoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001410	skos:exactMatch	HP:0001410	Decreased liver function	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001508	skos:exactMatch	HP:0001508	Failure to thrive	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001510	skos:exactMatch	HP:0001510	Growth delay	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001518	skos:exactMatch	HP:0001518	Small for gestational age	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001541	skos:exactMatch	HP:0001541	Ascites	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001622	skos:exactMatch	HP:0001622	Premature birth	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001635	skos:exactMatch	HP:0001635	Congestive heart failure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001640	skos:exactMatch	HP:0001640	Cardiomegaly	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001649	skos:exactMatch	HP:0001649	Tachycardia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001657	skos:exactMatch	HP:0001657	Prolonged QT interval	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001658	skos:exactMatch	HP:0001658	Myocardial infarction	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001662	skos:exactMatch	HP:0001662	Bradycardia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001663	skos:exactMatch	HP:0001663	Ventricular fibrillation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001678	skos:exactMatch	HP:0001678	Atrioventricular block	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001681	skos:exactMatch	HP:0001681	Angina pectoris	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001688	skos:exactMatch	HP:0001688	Sinus bradycardia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001692	skos:exactMatch	HP:0001692	Atrial arrhythmia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001701	skos:exactMatch	HP:0001701	Pericarditis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001705	skos:exactMatch	HP:0001705	Right ventricular outlet tract obstruction	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001712	skos:exactMatch	HP:0001712	Left ventricular hypertrophy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001718	skos:exactMatch	HP:0001718	Mitral stenosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001742	skos:exactMatch	HP:0001742	Nasal congestion	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001744	skos:exactMatch	HP:0001744	Splenomegaly	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001824	skos:exactMatch	HP:0001824	Weight loss	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001873	skos:exactMatch	HP:0001873	Thrombocytopenia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001878	skos:exactMatch	HP:0001878	Hemolytic anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001892	skos:exactMatch	HP:0001892	Abnormal bleeding	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001903	skos:exactMatch	HP:0001903	Anemia	semapv:UnspecifiedMatching	medic-normalizer/0	identity
HP:0001907	skos:exactMatch	HP:0001907	Thromboembolism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001908	skos:exactMatch	HP:0001908	Hypoplastic anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001915	skos:exactMatch	HP:0001915	Aplastic anemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001919	skos:exactMatch	HP:0001919	Acute kidney injury	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001941	skos:exactMatch	HP:0001941	Acidosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001943	skos:exactMatch	HP:0001943	Hypoglycemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001944	skos:exactMatch	HP:0001944	Dehydration	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001945	skos:exactMatch	HP:0001945	Fever	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001948	skos:exactMatch	HP:0001948	Alkalosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001953	skos:exactMatch	HP:0001953	Diabetic ketoacidosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001959	skos:exactMatch	HP:0001959	Polydipsia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001985	skos:exactMatch	HP:0001985	Hypoketotic hypoglycemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001987	skos:exactMatch	HP:0001987	Hyperammonemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001993	skos:exactMatch	HP:0001993	Ketoacidosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001995	skos:exactMatch	HP:0001995	Hyperchloremic acidosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001996	skos:exactMatch	HP:0001996	Chronic metabolic acidosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0001997	skos:exactMatch	HP:0001997	Gout	semapv:UnspecifiedMatching	medic-normalizer/0	identity
HP:0002013	skos:exactMatch	HP:0002013	Vomiting	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002015	skos:exactMatch	HP:0002015	Dysphagia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002017	skos:exactMatch	HP:0002017	Nausea and vomiting	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002018	skos:exactMatch	HP:0002018	Nausea	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002019	skos:exactMatch	HP:0002019	Constipation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002020	skos:exactMatch	HP:0002020	Gastroesophageal reflux	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002024	skos:exactMatch	HP:0002024	Malabsorption	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002027	skos:exactMatch	HP:0002027	Abdominal pain	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002039	skos:exactMatch	HP:0002039	Anorexia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002043	skos:exactMatch	HP:0002043	Esophageal stricture	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002061	skos:exactMatch	HP:0002061	Lower limb spasticity	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002063	skos:exactMatch	HP:0002063	Rigidity	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002069	skos:exactMatch	HP:0002069	Bilateral tonic-clonic seizure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002071	skos:exactMatch	HP:0002071	Abnormality of extrapyramidal motor function	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002072	skos:exactMatch	HP:0002072	Chorea	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002076	skos:exactMatch	HP:0002076	Migraine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002077	skos:exactMatch	HP:0002077	Migraine with aura	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002083	skos:exactMatch	HP:0002083	Migraine without aura	semapv:UnspecifiedMatching	medic-normalizer/0	identity
HP:0002090	skos:exactMatch	HP:0002090	Pneumonia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002092	skos:exactMatch	HP:0002092	Pulmonary arterial hypertension	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002093	skos:exactMatch	HP:0002093	Respiratory insufficiency	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002094	skos:exactMatch	HP:0002094	Dyspnea	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002098	skos:exactMatch	HP:0002098	Respiratory distress	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002099	skos:exactMatch	HP:0002099	Asthma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002104	skos:exactMatch	HP:0002104	Apnea	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002133	skos:exactMatch	HP:0002133	Status epilepticus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002138	skos:exactMatch	HP:0002138	Subarachnoid hemorrhage	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002140	skos:exactMatch	HP:0002140	Ischemic stroke	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002149	skos:exactMatch	HP:0002149	Hyperuricemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002153	skos:exactMatch	HP:0002153	Hyperkalemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002155	skos:exactMatch	HP:0002155	Hypertriglyceridemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002157	skos:exactMatch	HP:0002157	Azotemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002169	skos:exactMatch	HP:0002169	Clonus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002170	skos:exactMatch	HP:0002170	Intracranial hemorrhage	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002176	skos:exactMatch	HP:0002176	Spinal cord compression	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002181	skos:exactMatch	HP:0002181	Cerebral edema	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002193	skos:exactMatch	HP:0002193	Pseudobulbar affect	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002197	skos:exactMatch	HP:0002197	Generalized-onset seizure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002204	skos:exactMatch	HP:0002204	Pulmonary embolism	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002206	skos:exactMatch	HP:0002206	Pulmonary fibrosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002232	skos:exactMatch	HP:0002232	Patchy alopecia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002239	skos:exactMatch	HP:0002239	Gastrointestinal hemorrhage	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002240	skos:exactMatch	HP:0002240	Hepatomegaly	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002292	skos:exactMatch	HP:0002292	Frontal balding	semapv:UnspecifiedMatching	medic-normalizer/0	identity
HP:0002305	skos:exactMatch	HP:0002305	Athetosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002307	skos:exactMatch	HP:0002307	Drooling	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002315	skos:exactMatch	HP:0002315	Headache	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002321	skos:exactMatch	HP:0002321	Vertigo	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002326	skos:exactMatch	HP:0002326	Transient ischemic attack	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002329	skos:exactMatch	HP:0002329	Drowsiness	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002384	skos:exactMatch	HP:0002384	Focal impaired awareness seizure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002401	skos:exactMatch	HP:0002401	Stroke-like episode	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002480	skos:exactMatch	HP:0002480	Hepatic encephalopathy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002486	skos:exactMatch	HP:0002486	Myotonia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002516	skos:exactMatch	HP:0002516	Increased intracranial pressure	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002524	skos:exactMatch	HP:0002524	Cataplexy	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002571	skos:exactMatch	HP:0002571	Achalasia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002586	skos:exactMatch	HP:0002586	Peritonitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002588	skos:exactMatch	HP:0002588	Duodenal ulcer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002590	skos:exactMatch	HP:0002590	Paralytic ileus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002591	skos:exactMatch	HP:0002591	Polyphagia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002592	skos:exactMatch	HP:0002592	Gastric ulcer	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002595	skos:exactMatch	HP:0002595	Ileus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002607	skos:exactMatch	HP:0002607	Bowel incontinence	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002615	skos:exactMatch	HP:0002615	Hypotension	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002619	skos:exactMatch	HP:0002619	Varicose veins	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002625	skos:exactMatch	HP:0002625	Deep venous thrombosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002633	skos:exactMatch	HP:0002633	Vasculitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002634	skos:exactMatch	HP:0002634	Arteriosclerosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002638	skos:exactMatch	HP:0002638	Superficial thrombophlebitis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002647	skos:exactMatch	HP:0002647	Aortic dissection	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002653	skos:exactMatch	HP:0002653	Bone pain	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002666	skos:exactMatch	HP:0002666	Pheochromocytoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002668	skos:exactMatch	HP:0002668	Paraganglioma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002669	skos:exactMatch	HP:0002669	Osteosarcoma	semapv:UnspecifiedMatching	medic-normalizer/0	identity
HP:0002718	skos:exactMatch	HP:0002718	Recurrent bacterial infections	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002725	skos:exactMatch	HP:0002725	Systemic lupus erythematosus	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002751	skos:exactMatch	HP:0002751	Kyphoscoliosis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002756	skos:exactMatch	HP:0002756	Pathologic fracture	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002758	skos:exactMatch	HP:0002758	Osteoarthritis	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002781	skos:exactMatch	HP:0002781	Upper airway obstruction	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002788	skos:exactMatch	HP:0002788	Recurrent upper respiratory tract infections	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002791	skos:exactMatch	HP:0002791	Hypoventilation	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002829	skos:exactMatch	HP:0002829	Arthralgia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002861	skos:exactMatch	HP:0002861	Melanoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002863	skos:exactMatch	HP:0002863	Myelodysplasia	semapv:UnspecifiedMatching	medic-normalizer/0	identity
HP:0002900	skos:exactMatch	HP:0002900	Hypokalemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002901	skos:exactMatch	HP:0002901	Hypocalcemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002902	skos:exactMatch	HP:0002902	Hyponatremia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002910	skos:exactMatch	HP:0002910	Elevated circulating hepatic transaminase concentration	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002917	skos:exactMatch	HP:0002917	Hypomagnesemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002918	skos:exactMatch	HP:0002918	Hypermagnesemia	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0002953	skos:exactMatch	HP:0002953	Vertebral compression fracture	semapv:UnspecifiedMatching	medic-normalizer/1	identity
HP:0003002	skos:exactMatch	HP:0003002	Breast carcinoma	semapv:UnspecifiedMatching	medic-normalizer/1	identity
