# mapping_set_id: https://w3id.org/monarch-initiative/medic/mappings/drugs_normalization
# license: https://creativecommons.org/licenses/by/4.0/
# comment: The mapping decisions in this file are MeDIC's own contribution and are offered as https://creativecommons.org/publicdomain/zero/1.0/. The set is declared https://creativecommons.org/licenses/by/4.0/ because object_label reproduces canonical labels from Mondo and ChEBI, which require attribution. MeDIC grants no rights over upstream source content. The original licence of each contributing source remains in force and must be respected; parsing, translation, normalisation and mapping to ontology identifiers do not alter it. Where terms conflict, the stricter governs.
subject_id	predicate_id	object_id	object_label	mapping_justification	mapping_tool	comment
CHEBI:131169	skos:exactMatch	CHEBI:131169	8-chloro-2-phenyl-3-[(1S)-1-(7H-purin-6-ylamino)ethyl]-1-isoquinolinone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131366	skos:exactMatch	CHEBI:131366	disodium tetraborate decahydrate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131389	skos:exactMatch	CHEBI:131389	magnesium citrate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131391	skos:exactMatch	CHEBI:131391	trimagnesium dicitrate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131512	skos:exactMatch	CHEBI:131512	2-phenylcyclopropan-1-amine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131526	skos:exactMatch	CHEBI:131526	potassium carbonate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131527	skos:exactMatch	CHEBI:131527	dipotassium hydrogen phosphate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131714	skos:exactMatch	CHEBI:131714	furagin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131843	skos:exactMatch	CHEBI:131843	meldonium	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:131848	skos:exactMatch	CHEBI:131848	fotemustine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132112	skos:exactMatch	CHEBI:132112	sodium thiosulfate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132233	skos:exactMatch	CHEBI:132233	1-phenylpropan-2-amine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132268	skos:exactMatch	CHEBI:132268	dacomitinib	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132774	skos:exactMatch	CHEBI:132774	roxadustat	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132842	skos:exactMatch	CHEBI:132842	sulfapyridine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132912	skos:exactMatch	CHEBI:132912	nebivolol hydrochloride	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132967	skos:exactMatch	CHEBI:132967	elbasvir	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132969	skos:exactMatch	CHEBI:132969	5-aminolevulinic acid hydrochloride	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:132975	skos:exactMatch	CHEBI:132975	grazoprevir	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133008	skos:exactMatch	CHEBI:133008	Epclusa	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133009	skos:exactMatch	CHEBI:133009	velpatasvir	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133011	skos:exactMatch	CHEBI:133011	oxytetracycline zwitterion	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133013	skos:exactMatch	CHEBI:133013	brivaracetam	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133014	skos:exactMatch	CHEBI:133014	pimavanserin tartrate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133017	skos:exactMatch	CHEBI:133017	pimavanserin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133021	skos:exactMatch	CHEBI:133021	venetoclax	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133023	skos:exactMatch	CHEBI:133023	lifitegrast	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133326	skos:exactMatch	CHEBI:133326	barium sulfate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133353	skos:exactMatch	CHEBI:133353	montmorillonite	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133538	skos:exactMatch	CHEBI:133538	L-lysine zwitterion	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133809	skos:exactMatch	CHEBI:133809	anisindione	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:133833	skos:exactMatch	CHEBI:133833	benznidazole	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134677	skos:exactMatch	CHEBI:134677	crisaborole	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134687	skos:exactMatch	CHEBI:134687	naltrexone hydrochloride	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134689	skos:exactMatch	CHEBI:134689	rucaparib	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134692	skos:exactMatch	CHEBI:134692	rucaparib camsylate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134699	skos:exactMatch	CHEBI:134699	opicapone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134700	skos:exactMatch	CHEBI:134700	etelcalcetide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134703	skos:exactMatch	CHEBI:134703	fluciclovine ((18)F)	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134709	skos:exactMatch	CHEBI:134709	pitolisant	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134711	skos:exactMatch	CHEBI:134711	UREA C 14	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134712	skos:exactMatch	CHEBI:134712	olanexidine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134713	skos:exactMatch	CHEBI:134713	menadiol sodium diphosphate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134714	skos:exactMatch	CHEBI:134714	sacubitril	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134716	skos:exactMatch	CHEBI:134716	brexpiprazole	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134717	skos:exactMatch	CHEBI:134717	decamethoxine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134718	skos:exactMatch	CHEBI:134718	safinamide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134719	skos:exactMatch	CHEBI:134719	ceftolozane	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134721	skos:exactMatch	CHEBI:134721	cetilistat	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134722	skos:exactMatch	CHEBI:134722	favipiravir	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134723	skos:exactMatch	CHEBI:134723	asunaprevir	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134724	skos:exactMatch	CHEBI:134724	ipragliflozin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134725	skos:exactMatch	CHEBI:134725	luseogliflozin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134726	skos:exactMatch	CHEBI:134726	istradefylline	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134730	skos:exactMatch	CHEBI:134730	umifenovir	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134731	skos:exactMatch	CHEBI:134731	gemigliptin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134735	skos:exactMatch	CHEBI:134735	omarigliptin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134740	skos:exactMatch	CHEBI:134740	sodium 2-((131)I)iodohippurate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134741	skos:exactMatch	CHEBI:134741	laninamivir octanoate hydrate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134742	skos:exactMatch	CHEBI:134742	delamanid	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134743	skos:exactMatch	CHEBI:134743	simeprevir	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134745	skos:exactMatch	CHEBI:134745	glycerol phenylbutyrate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134751	skos:exactMatch	CHEBI:134751	avobenzone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134760	skos:exactMatch	CHEBI:134760	pentaerythritol	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134774	skos:exactMatch	CHEBI:134774	aminomethylbenzoic acid	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134775	skos:exactMatch	CHEBI:134775	hydroxymethylnicotinamide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134783	skos:exactMatch	CHEBI:134783	propylhexedrine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134813	skos:exactMatch	CHEBI:134813	chlorobutanol	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134814	skos:exactMatch	CHEBI:134814	nikethamide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134832	skos:exactMatch	CHEBI:134832	aminitrozole	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134876	skos:exactMatch	CHEBI:134876	bendazol	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134893	skos:exactMatch	CHEBI:134893	tramazoline	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134923	skos:exactMatch	CHEBI:134923	talbutal	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134929	skos:exactMatch	CHEBI:134929	nimorazole	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134949	skos:exactMatch	CHEBI:134949	hopantenic acid	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134962	skos:exactMatch	CHEBI:134962	ambazone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134964	skos:exactMatch	CHEBI:134964	perflubutane	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134966	skos:exactMatch	CHEBI:134966	rufinamide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134968	skos:exactMatch	CHEBI:134968	pronilide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134990	skos:exactMatch	CHEBI:134990	agomelatine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:134991	skos:exactMatch	CHEBI:134991	frovatriptan	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135005	skos:exactMatch	CHEBI:135005	milnacipran	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135010	skos:exactMatch	CHEBI:135010	enoximone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135013	skos:exactMatch	CHEBI:135013	trimecaine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135014	skos:exactMatch	CHEBI:135014	erdosteine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135042	skos:exactMatch	CHEBI:135042	tenonitrozole	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135102	skos:exactMatch	CHEBI:135102	isoxepac	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135108	skos:exactMatch	CHEBI:135108	moxastine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135117	skos:exactMatch	CHEBI:135117	ftivazide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135134	skos:exactMatch	CHEBI:135134	iobenguane (123I)	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135135	skos:exactMatch	CHEBI:135135	acetarsol	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135136	skos:exactMatch	CHEBI:135136	nifuroxazide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135144	skos:exactMatch	CHEBI:135144	mebhydrolin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135163	skos:exactMatch	CHEBI:135163	tromantadine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135173	skos:exactMatch	CHEBI:135173	taurolidine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135180	skos:exactMatch	CHEBI:135180	nifuratel	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135207	skos:exactMatch	CHEBI:135207	clofedanol	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135230	skos:exactMatch	CHEBI:135230	sulfacytine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135239	skos:exactMatch	CHEBI:135239	indobufen	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135272	skos:exactMatch	CHEBI:135272	etifoxine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135276	skos:exactMatch	CHEBI:135276	dihydrocodeine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135278	skos:exactMatch	CHEBI:135278	terizidone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135285	skos:exactMatch	CHEBI:135285	vildagliptin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135309	skos:exactMatch	CHEBI:135309	fabomotizole	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135310	skos:exactMatch	CHEBI:135310	butamirate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135323	skos:exactMatch	CHEBI:135323	gestodene	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135333	skos:exactMatch	CHEBI:135333	lodoxamide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135335	skos:exactMatch	CHEBI:135335	artemotil	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135342	skos:exactMatch	CHEBI:135342	reboxetine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135349	skos:exactMatch	CHEBI:135349	mitiglinide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135351	skos:exactMatch	CHEBI:135351	rotigotine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135361	skos:exactMatch	CHEBI:135361	methscopolamine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135398	skos:exactMatch	CHEBI:135398	norelgestromin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135499	skos:exactMatch	CHEBI:135499	xipamide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135506	skos:exactMatch	CHEBI:135506	quinestradol	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135515	skos:exactMatch	CHEBI:135515	bendamustine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135527	skos:exactMatch	CHEBI:135527	prenoxdiazine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135530	skos:exactMatch	CHEBI:135530	solifenacin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135534	skos:exactMatch	CHEBI:135534	lapyrium chloride	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135537	skos:exactMatch	CHEBI:135537	benzoxonium chloride	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135538	skos:exactMatch	CHEBI:135538	propyphenazone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135547	skos:exactMatch	CHEBI:135547	pitofenone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135552	skos:exactMatch	CHEBI:135552	prucalopride	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135554	skos:exactMatch	CHEBI:135554	pyritinol	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135566	skos:exactMatch	CHEBI:135566	rimexolone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135573	skos:exactMatch	CHEBI:135573	meprednisone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135574	skos:exactMatch	CHEBI:135574	nabilone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135581	skos:exactMatch	CHEBI:135581	fluocortolone	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135590	skos:exactMatch	CHEBI:135590	ambroxol	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135593	skos:exactMatch	CHEBI:135593	ecabet	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135598	skos:exactMatch	CHEBI:135598	tetrofosmin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135601	skos:exactMatch	CHEBI:135601	denaverine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135608	skos:exactMatch	CHEBI:135608	mebrofenin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135613	skos:exactMatch	CHEBI:135613	regadenoson	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135622	skos:exactMatch	CHEBI:135622	besifloxacin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135626	skos:exactMatch	CHEBI:135626	gemeprost	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135627	skos:exactMatch	CHEBI:135627	quinagolide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135630	skos:exactMatch	CHEBI:135630	drotaverine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135652	skos:exactMatch	CHEBI:135652	flunarizine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135654	skos:exactMatch	CHEBI:135654	imidapril	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135673	skos:exactMatch	CHEBI:135673	rupatadine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135678	skos:exactMatch	CHEBI:135678	amtolmetin guacil	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135679	skos:exactMatch	CHEBI:135679	levocabastine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135685	skos:exactMatch	CHEBI:135685	omoconazole	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135686	skos:exactMatch	CHEBI:135686	alvimopan	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135710	skos:exactMatch	CHEBI:135710	trimazosin	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135720	skos:exactMatch	CHEBI:135720	deflazacort	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135737	skos:exactMatch	CHEBI:135737	lacidipine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135738	skos:exactMatch	CHEBI:135738	clevidipine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135741	skos:exactMatch	CHEBI:135741	testosterone undecanoate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135752	skos:exactMatch	CHEBI:135752	tafenoquine	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135754	skos:exactMatch	CHEBI:135754	loprazolam	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135756	skos:exactMatch	CHEBI:135756	spirapril	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135762	skos:exactMatch	CHEBI:135762	methylprednisolone aceponate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135780	skos:exactMatch	CHEBI:135780	otilonium bromide	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135782	skos:exactMatch	CHEBI:135782	ulobetasol propionate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135791	skos:exactMatch	CHEBI:135791	prednicarbate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
CHEBI:135798	skos:exactMatch	CHEBI:135798	betamethasone benzoate	semapv:UnspecifiedMatching	medic-normalizer/1	identity
