# mapping_set_id: https://w3id.org/monarch-initiative/medic/mappings/drugs_grounding
# mapping_tool: medic-lexical-grounder
# license: https://creativecommons.org/licenses/by/4.0/
# comment: The grounding decisions in this file are MeDIC's own contribution and are offered as https://creativecommons.org/publicdomain/zero/1.0/. The set is declared https://creativecommons.org/licenses/by/4.0/ because subject_label and match_string reproduce verbatim source strings. MeDIC grants no rights over upstream source content. The original licence of each contributing source remains in force and must be respected; parsing, translation, normalisation and mapping to ontology identifiers do not alter it. Where terms conflict, the stricter governs.
subject_type	subject_label	subject_id	predicate_id	object_id	object_label	object_match_field	mapping_justification	subject_preprocessing	match_string	confidence	mapping_tool
rdfs literal	DALFOPRISTIN; QUINUPRISTIN	MEDICNE:605fbbc1-3422-5748-8016-06fb0ce613d7	skos:exactMatch	CHEBI:4309	dalfopristin	rdfs:label	semapv:LexicalMatching	combination_split	dalfopristin	0.9000	medic-lexical-grounder
rdfs literal	DALFOPRISTIN; QUINUPRISTIN	MEDICNE:605fbbc1-3422-5748-8016-06fb0ce613d7	skos:exactMatch	CHEBI:8732	Quinupristin	rdfs:label	semapv:LexicalMatching	combination_split	quinupristin	0.9000	medic-lexical-grounder
rdfs literal	DALTEPARIN	MEDICNE:3a240902-250b-52c0-96bb-d7675b2be755	skos:exactMatch	DRON:00016911	dalteparin	rdfs:label	semapv:LexicalMatching		dalteparin	0.9000	medic-lexical-grounder
rdfs literal	DALTEPARIN SODIUM	MEDICNE:f988db1e-fa8f-5b73-bfb3-590b4b8c4cc8	skos:exactMatch	CHEBI:749547	dalteparin sodium	rdfs:label	semapv:LexicalMatching		dalteparin sodium	0.9000	medic-lexical-grounder
rdfs literal	Damiana Plus	MEDICNE:0c41fa8b-102d-50ed-9349-cfd8cd564ee3	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		damiana plus	0.0000	medic-lexical-grounder
rdfs literal	DAMOCTOCOG ALFA PEGOL	MEDICNE:1659e6f0-ce25-58c2-8614-d63e67ce5c5a	skos:exactMatch	CHEBI:759752	damoctocog alfa pegol	rdfs:label	semapv:LexicalMatching		damoctocog alfa pegol	0.9000	medic-lexical-grounder
rdfs literal	Danaparoid	MEDICNE:0b873180-35b0-59b8-ad19-323daa3c4e7d	skos:closeMatch	CHEBI:749568	danaparoid sodium	oio:hasRelatedSynonym	semapv:LexicalMatching		Danaparoid	0.8500	medic-lexical-grounder
rdfs literal	DANAPAROID SODIUM	MEDICNE:ef9da274-62d0-5c57-8e71-e46f3fef905c	skos:exactMatch	CHEBI:749568	danaparoid sodium	rdfs:label	semapv:LexicalMatching		danaparoid sodium	0.9000	medic-lexical-grounder
rdfs literal	DANAZOL	MEDICNE:7fe4264d-e62b-53bc-8d3b-6bf1bb909207	skos:exactMatch	CHEBI:4315	danazol	rdfs:label	semapv:LexicalMatching		danazol	0.9000	medic-lexical-grounder
rdfs literal	Dancrolin Sodium Capsules	MEDICNE:87d53044-b4bf-5b12-a1c5-59372e82c3ac	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		dancrolin sodium capsules	0.0000	medic-lexical-grounder
rdfs literal	Dandelion of the medicinal root	MEDICNE:301d38b0-cca4-57a8-b908-0a873d4540fb	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		dandelion of the medicinal root	0.0000	medic-lexical-grounder
rdfs literal	Dandelion Pollen Allergen for Diagnosis and Treatment	MEDICNE:40f267e3-9dbb-5570-99ea-57ceb1d08a33	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		dandelion pollen allergen for diagnosis and treatment	0.0000	medic-lexical-grounder
rdfs literal	Dandelion roots	MEDICNE:8f1e9df9-3fac-534d-aa50-b7abcb001540	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		dandelion roots	0.0000	medic-lexical-grounder
rdfs literal	DANICOPAN	MEDICNE:e50a7ffa-7a7d-550c-a653-74dfe0c0fcb1	skos:exactMatch	CHEBI:231416	danicopan	rdfs:label	semapv:LexicalMatching		danicopan	0.9000	medic-lexical-grounder
rdfs literal	Danikopan	MEDICNE:f21b8a78-f113-5bc5-ad9f-b633d5fd02fa	skos:closeMatch	CHEBI:231416	danicopan	rdfs:label	semapv:LexicalMatching	fuzzy_edit1_unique	danicopan	0.6000	medic-lexical-grounder
rdfs literal	Danorivir Sodium Tablets	MEDICNE:daa015a5-e52d-5b19-b5f7-a17103db8e85	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		danorivir sodium tablets	0.0000	medic-lexical-grounder
rdfs literal	Dantinorm Baby	MEDICNE:10a3cc6a-be7f-549b-a586-139cfbdef53b	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		dantinorm baby	0.0000	medic-lexical-grounder
rdfs literal	Dantinorm® Baby	MEDICNE:a9f6f483-1bde-5c3d-aece-a6fe238376c5	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		dantinorm® baby	0.0000	medic-lexical-grounder
rdfs literal	DANTROLENE	MEDICNE:7b1145e1-f441-54dd-b876-175503c34c72	skos:exactMatch	CHEBI:4317	dantrolene	rdfs:label	semapv:LexicalMatching		dantrolene	0.9000	medic-lexical-grounder
rdfs literal	DANTROLENE SODIUM	MEDICNE:295bee97-03fe-5135-8693-38cc89055719	skos:closeMatch	CHEBI:184644	dantrolene sodium hemiheptahydrate	oio:hasRelatedSynonym	semapv:LexicalMatching		DANTROLENE SODIUM	0.8500	medic-lexical-grounder
rdfs literal	Dantrolene Sodium for Injection	MEDICNE:2a739113-26fe-5e50-ae45-e8048b6779ab	skos:closeMatch	CHEBI:748253	dantrolene sodium	rdfs:label	semapv:LexicalMatching	formulation_strip	dantrolene sodium	0.8000	medic-lexical-grounder
rdfs literal	dantrolene sodium, hemiheptahydrate	MEDICNE:c83cb06b-7256-5b54-a96b-2e7778c63c59	skos:closeMatch	CHEBI:184644	dantrolene sodium hemiheptahydrate	rdfs:label	semapv:LexicalMatching	formulation_strip	dantrolene sodium hemiheptahydrate	0.8000	medic-lexical-grounder
rdfs literal	Dapagliflosin+saxagliptin	MEDICNE:a3d4696b-b704-58c3-b8ae-4611bf918aa6	skos:exactMatch	CHEBI:71272	saxagliptin	rdfs:label	semapv:LexicalMatching	combination_split	saxagliptin	1.0000	medic-lexical-grounder
rdfs literal	Dapagliflosin+saxagliptin	MEDICNE:a3d4696b-b704-58c3-b8ae-4611bf918aa6	skos:closeMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	fuzzy_edit1_unique|combination_split	dapagliflozin	0.6000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN	MEDICNE:fd2dc9f6-313b-5e98-a476-6ab0a6010622	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching		dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin + Metformin	MEDICNE:f5bef632-1f43-5ba2-9fd4-16094f21b260	skos:exactMatch	CHEBI:6801	metformin	rdfs:label	semapv:LexicalMatching	combination_split	metformin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin + Metformin	MEDICNE:f5bef632-1f43-5ba2-9fd4-16094f21b260	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin + Saxagliptin	MEDICNE:66e73d54-8f0b-539c-8eeb-60d1afb8b4e9	skos:exactMatch	CHEBI:71272	saxagliptin	rdfs:label	semapv:LexicalMatching	combination_split	saxagliptin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin + Saxagliptin	MEDICNE:66e73d54-8f0b-539c-8eeb-60d1afb8b4e9	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin + Sitagliptin	MEDICNE:09d0e382-41ef-5693-bf66-c508d740e591	skos:exactMatch	CHEBI:40237	sitagliptin	rdfs:label	semapv:LexicalMatching	combination_split	sitagliptin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin + Sitagliptin	MEDICNE:09d0e382-41ef-5693-bf66-c508d740e591	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin and Metformin Extended-Release Tablets (I)	MEDICNE:a89bd1e5-94ab-55ad-b13a-97fd5ee8bbb2	skos:closeMatch	CHEBI:6801	metformin	rdfs:label	semapv:LexicalMatching	formulation_strip|combination_split	metformin	0.8000	medic-lexical-grounder
rdfs literal	Dapagliflozin and Metformin Extended-Release Tablets (I)	MEDICNE:a89bd1e5-94ab-55ad-b13a-97fd5ee8bbb2	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin and Metformin Extended-Release Tablets (II)	MEDICNE:86cbb7c9-cc59-52bb-b655-f950eb1a8fb9	skos:closeMatch	CHEBI:6801	metformin	rdfs:label	semapv:LexicalMatching	formulation_strip|combination_split	metformin	0.8000	medic-lexical-grounder
rdfs literal	Dapagliflozin and Metformin Extended-Release Tablets (II)	MEDICNE:86cbb7c9-cc59-52bb-b655-f950eb1a8fb9	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin and Metformin Extended-Release Tablets (III)	MEDICNE:85d34310-0092-53f7-b75e-1e7cfe8dcca3	skos:closeMatch	CHEBI:6801	metformin	rdfs:label	semapv:LexicalMatching	formulation_strip|combination_split	metformin	0.8000	medic-lexical-grounder
rdfs literal	Dapagliflozin and Metformin Extended-Release Tablets (III)	MEDICNE:85d34310-0092-53f7-b75e-1e7cfe8dcca3	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	Dapagliflozin and Metformin Extended-Release Tablets (IV)	MEDICNE:98c497ed-048e-5dd5-b825-84b8102aa52a	skos:closeMatch	CHEBI:6801	metformin	rdfs:label	semapv:LexicalMatching	formulation_strip|combination_split	metformin	0.8000	medic-lexical-grounder
rdfs literal	Dapagliflozin and Metformin Extended-Release Tablets (IV)	MEDICNE:98c497ed-048e-5dd5-b825-84b8102aa52a	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN PROPYLENE GLYCOLATE HYDRATE	MEDICNE:14cea528-90c2-55e8-ae21-4fbc61498d10	skos:closeMatch	CHEBI:85079	dapagliflozin propanediol monohydrate	oio:hasRelatedSynonym	semapv:LexicalMatching		dapagliflozin propylene glycolate hydrate	0.7650	medic-lexical-grounder
rdfs literal	Dapagliflozin Tablets	MEDICNE:96968ded-8955-579d-adc1-34250806b052	skos:closeMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	formulation_strip	dapagliflozin	0.8000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE	MEDICNE:510e03cd-9876-5dc0-9574-71a5886bf073	skos:exactMatch	CHEBI:6802	metformin hydrochloride	rdfs:label	semapv:LexicalMatching	combination_split	metformin hydrochloride	0.9000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE	MEDICNE:510e03cd-9876-5dc0-9574-71a5886bf073	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE	MEDICNE:247f2523-2a77-52cb-97ab-24ade4df9576	skos:exactMatch	CHEBI:6802	metformin hydrochloride	rdfs:label	semapv:LexicalMatching	combination_split	metformin hydrochloride	0.9000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE	MEDICNE:247f2523-2a77-52cb-97ab-24ade4df9576	skos:exactMatch	CHEBI:749590	saxagliptin hydrochloride	rdfs:label	semapv:LexicalMatching	combination_split	saxagliptin hydrochloride	0.9000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE	MEDICNE:247f2523-2a77-52cb-97ab-24ade4df9576	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE	MEDICNE:b8ee6817-17aa-5dc5-a2b3-ebec441c6515	skos:exactMatch	CHEBI:749590	saxagliptin hydrochloride	rdfs:label	semapv:LexicalMatching	combination_split	saxagliptin hydrochloride	0.9000	medic-lexical-grounder
rdfs literal	DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE	MEDICNE:b8ee6817-17aa-5dc5-a2b3-ebec441c6515	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	0.9000	medic-lexical-grounder
rdfs literal	dapagliflozin;metformin	MEDICNE:215366f5-8788-583e-828b-1547bd3966e3	skos:exactMatch	CHEBI:6801	metformin	rdfs:label	semapv:LexicalMatching	combination_split	metformin	1.0000	medic-lexical-grounder
rdfs literal	dapagliflozin;metformin	MEDICNE:215366f5-8788-583e-828b-1547bd3966e3	skos:exactMatch	CHEBI:85078	dapagliflozin	rdfs:label	semapv:LexicalMatching	combination_split	dapagliflozin	1.0000	medic-lexical-grounder
rdfs literal	Daphnia Allergen for Diagnostic Purposes	MEDICNE:bb937459-330e-5412-b356-d784b690b5a7	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		daphnia allergen for diagnostic purposes	0.0000	medic-lexical-grounder
rdfs literal	DAPIPRAZOLE HYDROCHLORIDE	MEDICNE:48a6ec34-1eca-5a3e-92f6-a33b2506aa95	skos:exactMatch	CHEBI:749359	dapiprazole hydrochloride	rdfs:label	semapv:LexicalMatching		dapiprazole hydrochloride	0.9000	medic-lexical-grounder
rdfs literal	Dapoxetine	MEDICNE:a57bd4f1-b9cd-5e52-89c3-e86bbb754909	skos:closeMatch	CHEBI:135962	dapoxetine	oio:hasRelatedSynonym	semapv:LexicalMatching		Dapoxetine	0.8500	medic-lexical-grounder
rdfs literal	Dapoxetine Hydrochloride Tablets	MEDICNE:e6814360-b052-5e5f-92a7-097912544e5e	skos:closeMatch	CHEBI:752093	dapoxetine hydrochloride	rdfs:label	semapv:LexicalMatching	formulation_strip	dapoxetine hydrochloride	0.8000	medic-lexical-grounder
rdfs literal	DAPRODUSTAT	MEDICNE:7bd063fe-bf63-5eef-8dc0-e67fe039f9b3	skos:exactMatch	CHEBI:229223	daprodustat	rdfs:label	semapv:LexicalMatching		daprodustat	0.9000	medic-lexical-grounder
rdfs literal	Dapson	MEDICNE:517dd466-1123-5444-b45f-500302c82190	skos:closeMatch	CHEBI:4325	dapsone	rdfs:label	semapv:LexicalMatching	fuzzy_edit1_unique	dapsone	0.6000	medic-lexical-grounder
rdfs literal	DAPSONE	MEDICNE:5a498d4e-2ec7-5a2f-b93d-6302afc57132	skos:closeMatch	CHEBI:4325	dapsone	oio:hasRelatedSynonym	semapv:LexicalMatching		DAPSONE	0.8500	medic-lexical-grounder
rdfs literal	DAPTOMYCIN	MEDICNE:8c7d0f7e-2c86-5724-986b-45f9e2c9796e	skos:exactMatch	CHEBI:600103	daptomycin	rdfs:label	semapv:LexicalMatching		daptomycin	0.9000	medic-lexical-grounder
rdfs literal	Daptomycin for Injection	MEDICNE:2e7bc57f-10bb-52bb-b1be-f6edb054a56e	skos:closeMatch	CHEBI:600103	daptomycin	rdfs:label	semapv:LexicalMatching	formulation_strip	daptomycin	0.8000	medic-lexical-grounder
rdfs literal	Daratavirin Hydrochloride Tablets	MEDICNE:44267a25-5f41-5ec7-a68b-b19291ba6af2	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		daratavirin hydrochloride tablets	0.0000	medic-lexical-grounder
rdfs literal	DARATUMUMAB	MEDICNE:7fa0c2c4-8602-5e4a-8824-66217cd18aae	skos:exactMatch	CHEBI:750086	daratumumab	rdfs:label	semapv:LexicalMatching		daratumumab	0.9000	medic-lexical-grounder
rdfs literal	daratumumab and hyaluronidase-fihj	MEDICNE:f4f82e9e-a920-550e-8ed4-a4b03db50019	skos:closeMatch	CHEBI:749530	hyaluronidase (human recombinant)	oio:hasRelatedSynonym	semapv:LexicalMatching	combination_split	hyaluronidase-fihj	0.7650	medic-lexical-grounder
rdfs literal	daratumumab and hyaluronidase-fihj	MEDICNE:f4f82e9e-a920-550e-8ed4-a4b03db50019	skos:exactMatch	CHEBI:750086	daratumumab	rdfs:label	semapv:LexicalMatching	combination_split	daratumumab	1.0000	medic-lexical-grounder
rdfs literal	DARBEPOETIN ALFA [DARBEPOETIN ALFA BIOSIMILAR 3]	MEDICNE:7706b971-0e91-55e3-a97e-93c86d88db63	skos:exactMatch	CHEBI:749503	darbepoetin alfa	rdfs:label	semapv:LexicalMatching		darbepoetin alfa	0.9000	medic-lexical-grounder
rdfs literal	darbepoetin alpha	MEDICNE:dc8dbe20-e9ed-554f-8fdf-d99b18603dd0	skos:closeMatch	CHEBI:749503	darbepoetin alfa	rdfs:label	semapv:LexicalMatching	inn_ph_to_f	darbepoetin alfa	0.8800	medic-lexical-grounder
rdfs literal	daridorexant	MEDICNE:3df7ad76-dfe5-52cb-a6c8-431d20f90eea	skos:exactMatch	CHEBI:757065	daridorexant	rdfs:label	semapv:LexicalMatching		daridorexant	1.0000	medic-lexical-grounder
rdfs literal	DARIDOREXANT HYDROCHLORIDE	MEDICNE:58c171e7-347f-56d9-bd6e-d3d3912acc51	skos:exactMatch	CHEBI:758123	daridorexant hydrochloride	rdfs:label	semapv:LexicalMatching		daridorexant hydrochloride	0.9000	medic-lexical-grounder
rdfs literal	DARIFENACIN	MEDICNE:995ec49b-78f5-5c40-a297-5c2b1645b944	skos:closeMatch	CHEBI:391960	darifenacin	oio:hasRelatedSynonym	semapv:LexicalMatching		DARIFENACIN	0.8500	medic-lexical-grounder
rdfs literal	darifenacin hydrobromide	MEDICNE:2a0c5d7d-4023-5358-82d3-1ab6eeb76ab5	skos:exactMatch	CHEBI:31455	darifenacin hydrobromide	rdfs:label	semapv:LexicalMatching		darifenacin hydrobromide	1.0000	medic-lexical-grounder
rdfs literal	DARINAPARSIN	MEDICNE:8e8ffe19-e922-53bb-bc56-d232fd3c791d	skos:closeMatch	CHEBI:94295	(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-(dimethylarsinothio)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid	oio:hasRelatedSynonym	semapv:LexicalMatching		darinaparsin	0.7650	medic-lexical-grounder
rdfs literal	DAROLUTAMIDE	MEDICNE:0852207d-9b8c-51d4-acdb-9e38e6eccbcb	skos:exactMatch	CHEBI:747353	darolutamide	rdfs:label	semapv:LexicalMatching		darolutamide	0.9000	medic-lexical-grounder
rdfs literal	DARUNAVIR	MEDICNE:55953788-b335-5e63-b874-6069a49c1778	skos:exactMatch	CHEBI:367163	darunavir	rdfs:label	semapv:LexicalMatching		darunavir	0.9000	medic-lexical-grounder
rdfs literal	DARUNAVIR ETHANOLATE	MEDICNE:3f636954-a9ae-560a-bbb5-0e8afbd04e32	skos:exactMatch	CHEBI:749377	darunavir ethanolate	rdfs:label	semapv:LexicalMatching		darunavir ethanolate	0.9000	medic-lexical-grounder
rdfs literal	darunavir;cobicistat	MEDICNE:4d689d6f-dcc1-5013-9cbc-e37ffb21f9a0	skos:exactMatch	CHEBI:367163	darunavir	rdfs:label	semapv:LexicalMatching	combination_split	darunavir	1.0000	medic-lexical-grounder
rdfs literal	darunavir;cobicistat	MEDICNE:4d689d6f-dcc1-5013-9cbc-e37ffb21f9a0	skos:exactMatch	CHEBI:72291	cobicistat	rdfs:label	semapv:LexicalMatching	combination_split	cobicistat	1.0000	medic-lexical-grounder
rdfs literal	darunavir;cobicistat;emtricitabine;tenofovir alafenamide	MEDICNE:01f0af71-1f1b-579c-8e0b-43bf7b28dd31	skos:exactMatch	CHEBI:31536	emtricitabine	rdfs:label	semapv:LexicalMatching	combination_split	emtricitabine	1.0000	medic-lexical-grounder
rdfs literal	darunavir;cobicistat;emtricitabine;tenofovir alafenamide	MEDICNE:01f0af71-1f1b-579c-8e0b-43bf7b28dd31	skos:exactMatch	CHEBI:367163	darunavir	rdfs:label	semapv:LexicalMatching	combination_split	darunavir	1.0000	medic-lexical-grounder
rdfs literal	darunavir;cobicistat;emtricitabine;tenofovir alafenamide	MEDICNE:01f0af71-1f1b-579c-8e0b-43bf7b28dd31	skos:exactMatch	CHEBI:72291	cobicistat	rdfs:label	semapv:LexicalMatching	combination_split	cobicistat	1.0000	medic-lexical-grounder
rdfs literal	darunavir;cobicistat;emtricitabine;tenofovir alafenamide	MEDICNE:01f0af71-1f1b-579c-8e0b-43bf7b28dd31	skos:exactMatch	CHEBI:90926	tenofovir alafenamide	rdfs:label	semapv:LexicalMatching	combination_split	tenofovir alafenamide	1.0000	medic-lexical-grounder
rdfs literal	Dasabuvir	MEDICNE:55312f7d-3552-5ed8-9c49-83f846e3f6d3	skos:exactMatch	CHEBI:85182	dasabuvir	rdfs:label	semapv:LexicalMatching		dasabuvir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir Sodium Tablets	MEDICNE:2e1ed4f8-13a3-5ba7-8dde-5a29eacbecd2	skos:closeMatch	CHEBI:85179	dasabuvir sodium	rdfs:label	semapv:LexicalMatching	formulation_strip	dasabuvir sodium	0.8000	medic-lexical-grounder
rdfs literal	DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR	MEDICNE:53220f4d-e699-5b4b-abc5-b9235ccf1b75	skos:closeMatch	CHEBI:45409	ritonavir		semapv:UnspecifiedMatching	rxnorm_resolve	ritonavir	0.2784	medic-lexical-grounder
rdfs literal	DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR	MEDICNE:53220f4d-e699-5b4b-abc5-b9235ccf1b75	skos:closeMatch	CHEBI:85182	dasabuvir		semapv:UnspecifiedMatching	rxnorm_resolve	dasabuvir	0.2784	medic-lexical-grounder
rdfs literal	DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR	MEDICNE:53220f4d-e699-5b4b-abc5-b9235ccf1b75	skos:closeMatch	CHEBI:85183	ombitasvir		semapv:UnspecifiedMatching	rxnorm_resolve	ombitasvir	0.2784	medic-lexical-grounder
rdfs literal	DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR	MEDICNE:53220f4d-e699-5b4b-abc5-b9235ccf1b75	skos:closeMatch	CHEBI:85188	paritaprevir		semapv:UnspecifiedMatching	rxnorm_resolve	paritaprevir	0.2784	medic-lexical-grounder
rdfs literal	DASABUVIR SODIUM; OMBITASVIR; PARITAPREVIR; RITONAVIR	MEDICNE:cd1f66eb-a227-50fd-af3e-4fb07d74ee3e	skos:exactMatch	CHEBI:45409	ritonavir	rdfs:label	semapv:LexicalMatching	combination_split	ritonavir	0.9000	medic-lexical-grounder
rdfs literal	DASABUVIR SODIUM; OMBITASVIR; PARITAPREVIR; RITONAVIR	MEDICNE:cd1f66eb-a227-50fd-af3e-4fb07d74ee3e	skos:exactMatch	CHEBI:85179	dasabuvir sodium	rdfs:label	semapv:LexicalMatching	combination_split	dasabuvir sodium	0.9000	medic-lexical-grounder
rdfs literal	DASABUVIR SODIUM; OMBITASVIR; PARITAPREVIR; RITONAVIR	MEDICNE:cd1f66eb-a227-50fd-af3e-4fb07d74ee3e	skos:exactMatch	CHEBI:85183	ombitasvir	rdfs:label	semapv:LexicalMatching	combination_split	ombitasvir	0.9000	medic-lexical-grounder
rdfs literal	DASABUVIR SODIUM; OMBITASVIR; PARITAPREVIR; RITONAVIR	MEDICNE:cd1f66eb-a227-50fd-af3e-4fb07d74ee3e	skos:exactMatch	CHEBI:85188	paritaprevir	rdfs:label	semapv:LexicalMatching	combination_split	paritaprevir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir; Ombitasvir + Paritaprevir + Ritonavir	MEDICNE:3f9ea7b7-6f09-5e0d-bde6-d628a811ba75	skos:exactMatch	CHEBI:45409	ritonavir	rdfs:label	semapv:LexicalMatching	combination_split	ritonavir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir; Ombitasvir + Paritaprevir + Ritonavir	MEDICNE:3f9ea7b7-6f09-5e0d-bde6-d628a811ba75	skos:exactMatch	CHEBI:85182	dasabuvir	rdfs:label	semapv:LexicalMatching	combination_split	dasabuvir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir; Ombitasvir + Paritaprevir + Ritonavir	MEDICNE:3f9ea7b7-6f09-5e0d-bde6-d628a811ba75	skos:exactMatch	CHEBI:85183	ombitasvir	rdfs:label	semapv:LexicalMatching	combination_split	ombitasvir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir; Ombitasvir + Paritaprevir + Ritonavir	MEDICNE:3f9ea7b7-6f09-5e0d-bde6-d628a811ba75	skos:exactMatch	CHEBI:85188	paritaprevir	rdfs:label	semapv:LexicalMatching	combination_split	paritaprevir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir; Ombitasvir+Paritaprevir+Ritonavir	MEDICNE:bd73ff69-4908-59f8-8387-17c261c1abb8	skos:exactMatch	CHEBI:45409	ritonavir	rdfs:label	semapv:LexicalMatching	combination_split	ritonavir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir; Ombitasvir+Paritaprevir+Ritonavir	MEDICNE:bd73ff69-4908-59f8-8387-17c261c1abb8	skos:exactMatch	CHEBI:85182	dasabuvir	rdfs:label	semapv:LexicalMatching	combination_split	dasabuvir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir; Ombitasvir+Paritaprevir+Ritonavir	MEDICNE:bd73ff69-4908-59f8-8387-17c261c1abb8	skos:exactMatch	CHEBI:85183	ombitasvir	rdfs:label	semapv:LexicalMatching	combination_split	ombitasvir	0.9000	medic-lexical-grounder
rdfs literal	Dasabuvir; Ombitasvir+Paritaprevir+Ritonavir	MEDICNE:bd73ff69-4908-59f8-8387-17c261c1abb8	skos:exactMatch	CHEBI:85188	paritaprevir	rdfs:label	semapv:LexicalMatching	combination_split	paritaprevir	0.9000	medic-lexical-grounder
rdfs literal	dasatinib	MEDICNE:0da69128-7b42-587c-ada8-064f7d051938	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		dasatinib	0.0000	medic-lexical-grounder
rdfs literal	dasatinib (anhydrous)	MEDICNE:11a4c8d9-82d5-59d2-b035-eae2e2b7e36f	skos:exactMatch	CHEBI:49375	dasatinib (anhydrous)	rdfs:label	semapv:LexicalMatching		dasatinib (anhydrous)	1.0000	medic-lexical-grounder
rdfs literal	DASATINIB HYDRATE	MEDICNE:b01be170-9a21-56d1-8a7a-3d80a402104b	skos:closeMatch	CHEBI:70839	dasatinib monohydrate	oio:hasRelatedSynonym	semapv:LexicalMatching		dasatinib hydrate	0.7650	medic-lexical-grounder
rdfs literal	Dasatinib Tablets	MEDICNE:d4edeea0-dbcd-5e8c-89ac-6c1c7534184e	skos:exactMatch	sssom:NoTermFound			semapv:LexicalMatching		dasatinib tablets	0.0000	medic-lexical-grounder
